,cusip,issueDate,securityType,securityTerm,maturityDate,interestRate,refCpiOnIssueDate,refCpiOnDatedDate,announcementDate,auctionDate,auctionDateYear,datedDate,accruedInterestPer1000,accruedInterestPer100,adjustedAccruedInterestPer1000,adjustedPrice,allocationPercentage,allocationPercentageDecimals,announcedCusip,auctionFormat,averageMedianDiscountRate,averageMedianInvestmentRate,averageMedianPrice,averageMedianDiscountMargin,averageMedianYield,backDated,backDatedDate,bidToCoverRatio,callDate,callable,calledDate,cashManagementBillCMB,closingTimeCompetitive,closingTimeNoncompetitive,competitiveAccepted,competitiveBidDecimals,competitiveTendered,competitiveTendersAccepted,corpusCusip,cpiBaseReferencePeriod,currentlyOutstanding,directBidderAccepted,directBidderTendered,estimatedAmountOfPubliclyHeldMaturingSecuritiesByType,fimaIncluded,fimaNoncompetitiveAccepted,fimaNoncompetitiveTendered,firstInterestPeriod,firstInterestPaymentDate,floatingRate,frnIndexDeterminationDate,frnIndexDeterminationRate,highDiscountRate,highInvestmentRate,highPrice,highDiscountMargin,highYield,indexRatioOnIssueDate,indirectBidderAccepted,indirectBidderTendered,interestPaymentFrequency,lowDiscountRate,lowInvestmentRate,lowPrice,lowDiscountMargin,lowYield,maturingDate,maximumCompetitiveAward,maximumNoncompetitiveAward,maximumSingleBid,minimumBidAmount,minimumStripAmount,minimumToIssue,multiplesToBid,multiplesToIssue,nlpExclusionAmount,nlpReportingThreshold,noncompetitiveAccepted,noncompetitiveTendersAccepted,offeringAmount,originalCusip,originalDatedDate,originalIssueDate,originalSecurityTerm,pdfFilenameAnnouncement,pdfFilenameCompetitiveResults,pdfFilenameNoncompetitiveResults,pdfFilenameSpecialAnnouncement,pricePer100,primaryDealerAccepted,primaryDealerTendered,reopening,securityTermDayMonth,securityTermWeekYear,series,somaAccepted,somaHoldings,somaIncluded,somaTendered,spread,standardInterestPaymentPer1000,strippable,term,tiinConversionFactorPer1000,tips,totalAccepted,totalTendered,treasuryRetailAccepted,treasuryRetailTendersAccepted,type,unadjustedAccruedInterestPer1000,unadjustedPrice,updatedTimestamp,xmlFilenameAnnouncement,xmlFilenameCompetitiveResults,xmlFilenameSpecialAnnouncement,tintCusip1,tintCusip2,tintCusip1DueDate,tintCusip2DueDate
60,91282CRA1,2026-07-31T00:00:00,Note,5-Year,2031-07-31T00:00:00,4.375000,,,2026-07-23T00:00:00,2026-07-27,2026,2026-07-31T00:00:00,,,,,51.71,2,,Single-Price,,,,,4.343000,No,,2.28,,No,,No,01:00 PM,12:00 PM,69805215000,3,159557505000,Yes,912821UW3,,,19003000000,23413000000,222735000000,Yes,50000000,50000000,Normal,2027-01-31T00:00:00,No,,,,,99.853357,,4.4080,,41354505000,47204505000,Semi-Annual,,,,,4.290000,2026-07-31T00:00:00,24500000000,10000000,24500000000,100,100,100,100,100,0,24500000000,144786500,Yes,70000000000,,,,5-Year,A_20260723_7.pdf,R_20260727_3.pdf,NCR_20260727_3.pdf,"SPL_20260723_1.pdf, SPL_20260723_3.pdf",99.853357,9447710000,88940000000,No,0-Month,5-Year,AB-2031,7739279400,25871000000,No,7739279400,,21.8750,Yes,5-Year,,No,77739280900,167491570900,52590300,Yes,Note,,,2026-07-27T13:03:22,A_20260723_7.xml,R_20260727_3.xml,,,,,
61,912797SK4,2026-07-30T00:00:00,Bill,13-Week,2026-10-29T00:00:00,,,,2026-07-23T00:00:00,2026-07-27,2026,,,,,,83.44,2,,Single-Price,3.790000,,,,,,,3.06,,,,No,01:00 PM,12:00 PM,89790841100,3,279572250000,Yes,,,135146000000.000000,5272695000,13612695000,227483000000,Yes,350000000,350000000,,,No,,,3.815000,3.906000,99.035653,,,,60072626100,95897555000,None,3.710000,,,,,2026-07-30T00:00:00,32200000000,10000000,32200000000,100,,100,100,100,41900000000,32200000000,1859536400,Yes,92000000000,,,2025-10-30T00:00:00,52-Week,A_20260723_2.pdf,R_20260727_4.pdf,NCR_20260727_4.pdf,SPL_20260723_1.pdf,99.035653,24445520000,170062000000,Yes,91-Day,13-Week,,6464262900,18690000000,No,6464262900,,,,13-Week,,No,98464640400,288246049300,1015561700,Yes,Bill,,,2026-07-27T13:03:23,A_20260723_2.xml,R_20260727_4.xml,,,,,
62,912797VU8,2026-07-30T00:00:00,Bill,26-Week,2027-01-28T00:00:00,,,,2026-07-23T00:00:00,2026-07-27,2026,,,,,,36.13,2,,Single-Price,3.930000,,,,,,,3.12,,,,No,11:30 AM,11:00 AM,76706958000,3,244205766000,Yes,,,,8161130000,15075000000,227483000000,Yes,150000000,150000000,,,No,,,3.945000,4.081000,98.005583,,,,45828952000,86181766000,None,3.845000,,,,,2026-07-30T00:00:00,27650000000,10000000,27650000000,100,,100,100,100,0,27650000000,2143756400,Yes,79000000000,,,,26-Week,A_20260723_5.pdf,R_20260727_1.pdf,NCR_20260727_2.pdf,SPL_20260723_1.pdf,98.005583,22716876000,142949000000,No,182-Day,26-Week,,5550834400,18690000000,No,5550834400,,,,26-Week,,No,84551548800,252050356800,966088200,Yes,Bill,,,2026-07-27T11:33:19,A_20260723_5.xml,R_20260727_1.xml,,,,,
63,91282CRE3,2026-07-31T00:00:00,Note,10-Year,2036-07-15T00:00:00,2.375000,335.055160,333.969740,2026-07-16T00:00:00,2026-07-23,2026,2026-07-15T00:00:00,,,1.0359700000,99.7680910000,61.88,2,,Single-Price,,,,,2.370000,Yes,2026-07-15T00:00:00,2.3,,No,,No,01:00 PM,12:00 PM,20863290000,3,48194850000,Yes,912821UU7,1982-1984=100,,5212500000,6197500000,222735000000,Yes,0,0,Normal,2027-01-15T00:00:00,No,,,,,99.768091,,2.4380,1.003250,13593850000,15669350000,Semi-Annual,,,,,2.320000,2026-07-31T00:00:00,7350000000,10000000,7350000000,100,100,100,100,100,0,7350000000,136711000,Yes,21000000000,,,,10-Year,A_20260716_5.pdf,R_20260723_3.pdf,NCR_20260723_3.pdf,,99.768091,2056940000,26328000000,No,0-Month,10-Year,D-2036,2321783700,25871000000,No,2321783700,,,Yes,10-Year,3.5557113650,Yes,23321784700,50653344700,18099000,Yes,TIPS,1.032610,99.444895,2026-07-23T13:03:21,A_20260716_5.xml,R_20260723_3.xml,,912834L22,,,
64,912797VD6,2026-07-28T00:00:00,Bill,8-Week,2026-09-22T00:00:00,,,,2026-07-21T00:00:00,2026-07-23,2026,,,,,,87.33,2,,Single-Price,3.730000,,,,,,,2.31,,,,No,11:30 AM,11:00 AM,96903141000,3,227753266000,Yes,,,71692000000.000000,4486000000,6986000000,211444000000,Yes,1900000000,1900000000,,,No,,,3.795000,3.871000,99.409667,,,,38495266000,44545266000,None,3.620000,,,,,2026-07-28T00:00:00,35000000000,10000000,35000000000,100,,100,100,100,22400000000,35000000000,1196891200,Yes,100000000000,,,2026-05-26T00:00:00,17-Week,A_20260721_2.pdf,R_20260723_2.pdf,NCR_20260723_2.pdf,,99.409667,53921875000,176222000000,Yes,56-Day,8-Week,,5991721400,16897000000,No,5991721400,,,,8-Week,,No,105991753600,236841878600,820158300,Yes,Bill,,,2026-07-23T11:33:25,A_20260721_2.xml,R_20260723_2.xml,,,,,
65,912797VY0,2026-07-28T00:00:00,Bill,17-Week,2026-11-24T00:00:00,,,,2026-07-21T00:00:00,2026-07-22,2026,,,,,,63.29,2,,Single-Price,3.820000,,,,,,,2.76,,,,No,11:30 AM,11:00 AM,71408267800,3,197877749900,Yes,,,,3997645000,6716000000,211444000000,Yes,0,0,,,No,,,3.845000,3.949000,98.729014,,,,37914597800,48764749900,None,3.400000,,,,,2026-07-28T00:00:00,25200000000,10000000,25200000000,100,,100,100,100,0,25200000000,591830800,Yes,72000000000,,,,17-Week,A_20260721_1.pdf,R_20260722_1.pdf,NCR_20260722_1.pdf,,98.729014,29496025000,142397000000,No,119-Day,17-Week,,4314039300,16897000000,No,4314039300,,,,17-Week,,No,76314137900,202783620000,407227800,Yes,Bill,,,2026-07-22T11:33:15,A_20260721_1.xml,R_20260722_1.xml,,,,,
66,912810UV8,2026-07-24T00:00:00,Bond,19-Year 10-Month,2046-05-15T00:00:00,5.000000,,,2026-07-16T00:00:00,2026-07-22,2026,2026-05-15T00:00:00,9.5108700000,,,,15.13,2,,Single-Price,,,,,5.120000,Yes,2026-05-15T00:00:00,2.64,,No,,No,01:00 PM,12:00 PM,12881600000,3,34163870000,Yes,912803HW6,,31359000000.000000,2088500000,3337000000,0,Yes,0,0,Normal,2026-11-15T00:00:00,No,,,,,97.977958,,5.1630,,8903970000,11914870000,Semi-Annual,,,,,3.880000,2026-07-24T00:00:00,4550000000,10000000,4550000000,100,100,100,100,100,10200000000,4550000000,118408500,Yes,13000000000,,2026-05-15T00:00:00,2026-06-01T00:00:00,20-Year,A_20260716_1.pdf,R_20260722_2.pdf,NCR_20260722_2.pdf,,97.977958,1889130000,18912000000,Yes,10-Month,19-Year,Bonds of May 2046,0,0,No,0,,25.0000,Yes,20-Year,,No,13000008500,34282278500,45461500,Yes,Bond,,,2026-07-22T13:03:13,A_20260716_1.xml,R_20260722_2.xml,,,,,
67,912797UL9,2026-07-23T00:00:00,Bill,13-Week,2026-10-22T00:00:00,,,,2026-07-16T00:00:00,2026-07-20,2026,,,,,,73.01,2,,Single-Price,3.710000,,,,,,,3.0,,,,No,11:30 AM,11:00 AM,89020095300,3,272791994100,Yes,,,82530000000.000000,6039060000,9451000000,228747000000,Yes,1000000000,1000000000,,,No,,,3.730000,3.818000,99.057139,,,,49700390300,83068994100,None,3.620000,,,,,2026-07-23T00:00:00,32200000000,10000000,32200000000,100,,100,100,100,26200000000,32200000000,1981068400,Yes,92000000000,,,2026-04-23T00:00:00,26-Week,A_20260716_3.pdf,R_20260720_2.pdf,NCR_20260720_2.pdf,,99.057139,33280645000,180272000000,Yes,91-Day,13-Week,,5601213000,16195000000,No,5601213000,,,,13-Week,,No,97602376700,281374275500,1085089300,Yes,Bill,,,2026-07-20T11:33:20,A_20260716_3.xml,R_20260720_2.xml,,,,,
68,912797TM9,2026-07-23T00:00:00,Bill,26-Week,2027-01-21T00:00:00,,,,2026-07-16T00:00:00,2026-07-20,2026,,,,,,51.45,2,,Single-Price,3.810000,,,,,,,2.94,,,,No,11:30 AM,11:00 AM,76667409000,3,229926474000,Yes,,,52160000000.000000,8451000000,11651000000,228747000000,Yes,300000000,300000000,,,No,,,3.835000,3.965000,98.061194,,,,44778546500,61521474000,None,3.750000,,,,,2026-07-23T00:00:00,27650000000,10000000,27650000000,100,,100,100,100,17100000000,27650000000,2032616700,Yes,79000000000,,,2026-01-22T00:00:00,52-Week,A_20260716_4.pdf,R_20260720_1.pdf,NCR_20260720_1.pdf,,98.061194,23437862500,156754000000,Yes,182-Day,26-Week,,4809737200,16195000000,No,4809737200,,,,26-Week,,No,83809762900,237068827900,965725000,Yes,Bill,,,2026-07-20T11:33:19,A_20260716_4.xml,R_20260720_1.xml,,,,,
69,912797VX2,2026-07-21T00:00:00,Bill,17-Week,2026-11-17T00:00:00,,,,2026-07-14T00:00:00,2026-07-15,2026,,,,,,21.99,2,,Single-Price,3.730000,,,,,,,3.35,,,,No,11:30 AM,11:00 AM,70915059400,3,239955544000,Yes,,,,4346000000,6821000000,225993000000,Yes,500000000,500000000,,,No,,,3.745000,3.845000,98.762069,,,,42577134400,86544544000,None,3.640000,,,,,2026-07-21T00:00:00,25200000000,10000000,25200000000,100,,100,100,100,0,25200000000,585574500,Yes,72000000000,,,,17-Week,A_20260714_3.pdf,R_20260715_1.pdf,NCR_20260715_1.pdf,,98.762069,23991925000,146590000000,No,119-Day,17-Week,,4219330100,16526000000,No,4219330100,,,,17-Week,,No,76219964000,245260448600,417522500,Yes,Bill,,,2026-07-15T11:33:32,A_20260714_3.xml,R_20260715_1.xml,,,,,
70,912797UK1,2026-07-16T00:00:00,Bill,13-Week,2026-10-15T00:00:00,,,,2026-07-09T00:00:00,2026-07-13,2026,,,,,,8.47,2,,Single-Price,3.725000,,,,,,,2.84,,,,No,11:30 AM,11:00 AM,88660219800,3,257937197300,Yes,,,80040000000.000000,7309529500,11165062000,241007000000,Yes,1450000000,1450000000,,,No,,,3.760000,3.849000,99.049556,,,,50327295300,68390135300,None,3.550000,,,,,2026-07-16T00:00:00,32200000000,10000000,32200000000,100,,100,100,100,26900000000,32200000000,1889959300,Yes,92000000000,,,2026-04-16T00:00:00,26-Week,A_20260709_1.pdf,R_20260713_2.pdf,NCR_20260713_1.pdf,,99.049556,31023395000,178382000000,Yes,91-Day,13-Week,,3729986600,10785000000,No,3729986600,,,,13-Week,,No,95730165700,265007143200,1086598300,Yes,Bill,,,2026-07-13T11:33:27,A_20260709_1.xml,R_20260713_2.xml,,,,,
71,912797VT1,2026-07-16T00:00:00,Bill,26-Week,2027-01-14T00:00:00,,,,2026-07-09T00:00:00,2026-07-13,2026,,,,,,54.42,2,,Single-Price,3.840000,,,,,,,3.11,,,,No,11:30 AM,11:00 AM,76144132500,3,243099071000,Yes,,,,6159630000,10078000000,241007000000,Yes,600000000,600000000,,,No,,,3.860000,3.992000,98.048556,,,,50625802500,76447071000,None,3.770000,,,,,2026-07-16T00:00:00,27650000000,10000000,27650000000,100,,100,100,100,0,27650000000,2256417000,Yes,79000000000,,,,26-Week,A_20260709_2.pdf,R_20260713_1.pdf,NCR_20260713_2.pdf,,98.048556,19358700000,156574000000,No,182-Day,26-Week,,3202923300,10785000000,No,3202923300,,,,26-Week,,No,82203472800,249158411300,1084356800,Yes,Bill,,,2026-07-13T11:33:28,A_20260709_2.xml,R_20260713_1.xml,,,,,
72,912810UU0,2026-07-15T00:00:00,Bond,29-Year 10-Month,2056-05-15T00:00:00,5.000000,,,2026-07-02T00:00:00,2026-07-09,2026,2026-05-15T00:00:00,8.2880400000,,,,7.13,2,,Single-Price,,,,,5.007000,Yes,2026-05-15T00:00:00,2.44,,No,,No,01:00 PM,12:00 PM,21951364800,3,53717644000,Yes,912803HV8,,52935000000.000000,2679847800,4530300000,75144000000,Yes,0,0,Normal,2026-11-15T00:00:00,No,,,,,99.097875,,5.0580,,17065257000,20455344000,Semi-Annual,,,,,2.888000,2026-07-15T00:00:00,7700000000,10000000,7700000000,100,100,100,100,100,16500000000,7700000000,48667300,Yes,22000000000,,2026-05-15T00:00:00,2026-05-15T00:00:00,30-Year,A_20260702_2.pdf,R_20260709_3.pdf,NCR_20260709_3.pdf,,99.097875,2206260000,28732000000,Yes,10-Month,29-Year,Bonds of May 2056,2287861600,12375000000,No,2287861600,,25.0000,Yes,30-Year,,No,24287893700,56054172900,23617300,Yes,Bond,,,2026-07-09T13:03:21,A_20260702_2.xml,R_20260709_3.xml,,,,,
73,91282CQQ7,2026-07-15T00:00:00,Note,9-Year 10-Month,2036-05-15T00:00:00,4.375000,,,2026-07-02T00:00:00,2026-07-08,2026,2026-05-15T00:00:00,7.2520400000,,,,40.29,2,,Single-Price,,,,,4.530000,Yes,2026-05-15T00:00:00,2.59,,No,,No,01:00 PM,12:00 PM,38923847700,3,101048621000,Yes,912821UK9,,90972000000.000000,4175493900,7845700000,75144000000,Yes,0,0,Normal,2026-11-15T00:00:00,No,,,,,98.380297,,4.5800,,31720938500,37926921000,Semi-Annual,,,,,4.400000,2026-07-15T00:00:00,13650000000,10000000,13650000000,100,100,100,100,100,28400000000,13650000000,76272700,Yes,39000000000,,2026-05-15T00:00:00,2026-05-15T00:00:00,10-Year,A_20260702_4.pdf,R_20260708_2.pdf,NCR_20260708_2.pdf,,98.380297,3027415300,55276000000,Yes,10-Month,9-Year,C-2036,4055754800,12375000000,No,4055754800,,21.8750,Yes,10-Year,,No,43055875200,105180648500,34705700,Yes,Note,,,2026-07-08T13:03:19,A_20260702_4.xml,R_20260708_2.xml,,,,,
74,912797VW4,2026-07-14T00:00:00,Bill,17-Week,2026-11-10T00:00:00,,,,2026-07-07T00:00:00,2026-07-08,2026,,,,,,80.43,2,,Single-Price,3.780000,,,,,,,3.41,,,,No,11:30 AM,11:00 AM,70371446900,3,243646007000,Yes,,,,3158241000,6251736000,226652000000,Yes,1100000000,1100000000,,,No,,,3.790000,3.891000,98.747194,,,,48986188900,91024271000,None,3.705000,,,,,2026-07-14T00:00:00,25200000000,10000000,25200000000,100,,100,100,100,0,25200000000,529533300,Yes,72000000000,,,,17-Week,A_20260707_3.pdf,R_20260708_1.pdf,NCR_20260708_1.pdf,,98.747194,18227017000,146370000000,No,119-Day,17-Week,,4454172300,16518000000,No,4454172300,,,,17-Week,,No,76455152500,249729712600,332764300,Yes,Bill,,,2026-07-08T11:33:14,A_20260707_3.xml,R_20260708_1.xml,,,,,
75,91282CQZ7,2026-07-15T00:00:00,Note,3-Year,2029-07-15T00:00:00,4.125000,,,2026-07-02T00:00:00,2026-07-07,2026,2026-07-15T00:00:00,,,,,2.17,2,,Single-Price,,,,,4.134000,No,,2.6,,No,,No,01:00 PM,12:00 PM,57799547000,3,150608870000,Yes,912821UT0,,,14308250000,17665000000,75144000000,Yes,5000000,5000000,Normal,2027-01-15T00:00:00,No,,,,,99.849217,,4.1790,,39016667500,52403870000,Semi-Annual,,,,,3.965000,2026-07-15T00:00:00,20300000000,10000000,20300000000,100,100,100,100,100,0,20300000000,195461400,Yes,58000000000,,,,3-Year,A_20260702_3.pdf,R_20260707_3.pdf,NCR_20260707_3.pdf,,99.849217,4474629500,80540000000,No,0-Month,3-Year,AQ-2029,6031635400,12375000000,No,6031635400,,20.6250,Yes,3-Year,,No,64031643800,156840966800,77314800,Yes,Note,,,2026-07-07T13:03:18,A_20260702_3.xml,R_20260707_3.xml,,912834K98,,,
76,912797VQ7,2026-07-09T00:00:00,Bill,52-Week,2027-07-08T00:00:00,,,,2026-07-02T00:00:00,2026-07-07,2026,,,,,,17.61,2,,Single-Price,3.825000,,,,,,,3.14,,,,No,11:30 AM,11:00 AM,50885542000,3,162122400000,Yes,,,,2321572000,4690000000,300986000000,Yes,0,0,,,No,,,3.860000,4.032000,96.097111,,,,30597757500,49665400000,None,3.300000,,,,,2026-07-09T00:00:00,18200000000,10000000,18200000000,100,,100,100,100,0,18200000000,1114714400,Yes,52000000000,,,,52-Week,A_20260702_1.pdf,R_20260707_1.pdf,NCR_20260707_1.pdf,,96.097111,17966212500,107767000000,No,364-Day,52-Week,,2760791600,16618000000,No,2760791600,,,,52-Week,,No,54761048000,165997906000,550986900,Yes,Bill,,,2026-07-07T11:33:21,A_20260702_1.xml,R_20260707_1.xml,,,,,
77,912797UJ4,2026-07-09T00:00:00,Bill,13-Week,2026-10-08T00:00:00,,,,2026-07-02T00:00:00,2026-07-06,2026,,,,,,93.49,2,,Single-Price,3.700000,,,,,,,2.58,,,,No,11:30 AM,11:00 AM,88631007100,3,233813269600,Yes,,,82616000000.000000,6841132500,8942760000,300986000000,Yes,1700000000,1700000000,,,No,,,3.735000,3.823000,99.055875,,,,42988309600,54848509600,None,3.550000,,,,,2026-07-09T00:00:00,32200000000,10000000,32200000000,100,,100,100,100,27000000000,32200000000,1669134100,Yes,92000000000,,,2026-04-09T00:00:00,26-Week,A_20260702_5.pdf,R_20260706_2.pdf,NCR_20260706_2.pdf,,99.055875,38801565000,170022000000,Yes,91-Day,13-Week,,4884477600,16618000000,No,4884477600,,,,13-Week,,No,96884618800,242066881300,1009753600,Yes,Bill,,,2026-07-06T11:33:10,A_20260702_5.xml,R_20260706_2.xml,,,,,
78,912797VS3,2026-07-09T00:00:00,Bill,26-Week,2027-01-07T00:00:00,,,,2026-07-02T00:00:00,2026-07-06,2026,,,,,,0.86,2,,Single-Price,3.800000,,,,,,,3.05,,,,No,11:30 AM,11:00 AM,76454984400,3,238018975000,Yes,,,,7345564000,10794704000,300986000000,Yes,600000000,600000000,,,No,,,3.830000,3.960000,98.063722,,,,45753710400,75510271000,None,3.750000,,,,,2026-07-09T00:00:00,27650000000,10000000,27650000000,100,,100,100,100,0,27650000000,1945762000,Yes,79000000000,,,,26-Week,A_20260702_6.pdf,R_20260706_1.pdf,NCR_20260706_1.pdf,,98.063722,23355710000,151714000000,No,182-Day,26-Week,,4194279600,16618000000,No,4194279600,,,,26-Week,,No,83195026000,244759016600,923585800,Yes,Bill,,,2026-07-06T11:33:11,A_20260702_6.xml,R_20260706_1.xml,,,,,
79,912797VP9,2026-07-07T00:00:00,Bill,17-Week,2026-11-03T00:00:00,,,,2026-06-30T00:00:00,2026-07-01,2026,,,,,,57.66,2,,Single-Price,3.775000,,,,,,,2.66,,,,No,11:30 AM,11:00 AM,70379572000,3,190094745000,Yes,,,,4672608000,6631593000,224946000000,Yes,1100000000,1100000000,,,No,,,3.795000,3.897000,98.745542,,,,38837614000,50841152000,None,3.400000,,,,,2026-07-07T00:00:00,25200000000,10000000,25200000000,100,,100,100,100,0,25200000000,520614800,Yes,72000000000,,,,17-Week,A_20260630_1.pdf,R_20260701_1.pdf,NCR_20260701_1.pdf,,98.745542,26869350000,132622000000,No,119-Day,17-Week,,2702187100,9082000000,No,2702187100,,,,17-Week,,No,74702373900,194417546900,316557800,Yes,Bill,,,2026-07-01T11:33:18,A_20260630_1.xml,R_20260701_1.xml,,,,,
80,912797SA6,2026-07-02T00:00:00,Bill,13-Week,2026-10-01T00:00:00,,,,2026-06-25T00:00:00,2026-06-29,2026,,,,,,85.81,2,,Single-Price,3.690000,,,,,,,2.32,,,,No,11:30 AM,11:00 AM,88575550300,3,210178680300,Yes,,,134238000000.000000,6285000000,8785000000,249478000000,Yes,1800000000,1800000000,,,No,,,3.740000,3.828000,99.054611,,,,36293300300,39721680300,None,3.605000,,,,,2026-07-02T00:00:00,32200000000,10000000,32200000000,100,,100,100,100,42800000000,32200000000,1624548800,Yes,92000000000,,,2025-10-02T00:00:00,52-Week,A_20260625_2.pdf,R_20260629_1.pdf,NCR_20260629_1.pdf,,99.054611,45997250000,161672000000,Yes,91-Day,13-Week,,5961264700,16264000000,No,5961264700,,,,13-Week,,No,97961363800,219564493800,923444200,Yes,Bill,,,2026-06-29T12:27:34,A_20260625_2.xml,R_20260629_1.xml,,,,,
81,912797VJ3,2026-07-02T00:00:00,Bill,26-Week,2026-12-31T00:00:00,,,,2026-06-25T00:00:00,2026-06-29,2026,,,,,,96.12,2,,Single-Price,3.810000,,,,,,,2.58,,,,No,11:30 AM,11:00 AM,76541668000,3,201230922000,Yes,,,,5499030000,8500000000,249478000000,Yes,700000000,700000000,,,No,,,3.840000,3.970000,98.058667,,,,43179598000,50001922000,None,3.725000,,,,,2026-07-02T00:00:00,27650000000,10000000,27650000000,100,,100,100,100,0,27650000000,1758351800,Yes,79000000000,,,,26-Week,A_20260625_1.pdf,R_20260629_2.pdf,NCR_20260629_2.pdf,,98.058667,27863040000,142729000000,No,182-Day,26-Week,,5118912000,16264000000,No,5118912000,,,,26-Week,,No,84118931800,208808185800,815600900,Yes,Bill,,,2026-06-29T11:35:19,A_20260625_1.xml,R_20260629_2.xml,,,,,
82,91282CQW4,2026-06-30T00:00:00,Note,7-Year,2033-06-30T00:00:00,4.250000,,,2026-06-18T00:00:00,2026-06-25,2026,2026-06-30T00:00:00,,,,,36.22,2,,Single-Price,,,,,4.200000,No,,2.5,,No,,No,01:00 PM,12:00 PM,43927162000,3,109847684000,Yes,912821US2,,,13044711000,16829900000,142819000000,Yes,0,0,Normal,2026-12-31T00:00:00,No,,,,,99.940019,,4.2600,,25281614000,32190284000,Semi-Annual,,,,,4.140000,2026-06-30T00:00:00,15400000000,10000000,15400000000,100,100,100,100,100,0,15400000000,72861700,Yes,44000000000,,,,7-Year,A_20260618_6.pdf,R_20260625_3.pdf,NCR_20260625_3.pdf,,99.940019,5600837000,60827500000,No,0-Month,7-Year,M-2033,6586413700,30986000000,No,6586413700,,21.2500,Yes,7-Year,,No,50586437400,116506959400,18721700,Yes,Note,,,2026-06-25T13:04:09,A_20260618_6.xml,R_20260625_3.xml,,912834K80,,2033-06-30T00:00:00,
83,912797VN4,2026-06-30T00:00:00,Bill,17-Week,2026-10-27T00:00:00,,,,2026-06-23T00:00:00,2026-06-24,2026,,,,,,11.15,2,,Single-Price,3.750000,,,,,,,2.55,,,,No,11:30 AM,11:00 AM,68481750000,3,175754000000,Yes,,,,2572650000,5200000000,218878000000,Yes,0,0,,,No,,,3.770000,3.871000,98.753806,,,,37413950000,44009000000,None,3.400000,,,,,2026-06-30T00:00:00,24150000000,10000000,24150000000,100,,100,100,100,0,24150000000,518573400,Yes,69000000000,,,,17-Week,A_20260623_2.pdf,R_20260624_1.pdf,NCR_20260624_2.pdf,,98.753806,28495150000,126545000000,No,119-Day,17-Week,,5413181300,16789000000,No,5413181300,,,,17-Week,,No,74413504700,181685754700,318521200,Yes,Bill,,,2026-06-24T11:34:11,A_20260623_2.xml,R_20260624_1.xml,,,,,
84,91282CQX2,2026-06-30T00:00:00,Note,5-Year,2031-06-30T00:00:00,4.125000,,,2026-06-18T00:00:00,2026-06-24,2026,2026-06-30T00:00:00,,,,,86.81,2,,Single-Price,,,,,4.135000,No,,2.35,,No,,No,01:00 PM,12:00 PM,69854999700,3,164427300200,Yes,912821UR4,,,17820350000,21416600000,142819000000,Yes,4900000,4900000,Normal,2026-12-31T00:00:00,No,,,,,99.664909,,4.2000,,43028302200,51983700200,Semi-Annual,,,,,4.085000,2026-06-30T00:00:00,24500000000,10000000,24500000000,100,100,100,100,100,0,24500000000,140118100,Yes,70000000000,,,,5-Year,A_20260618_2.pdf,R_20260624_3.pdf,NCR_20260624_3.pdf,SPL_20260618_2.pdf,99.664909,9006347500,91027000000,No,0-Month,5-Year,AA-2031,10478385600,30986000000,No,10478385600,,20.6250,Yes,5-Year,,No,80478403400,175050703900,48019100,Yes,Note,,,2026-06-24T13:04:16,A_20260618_2.xml,R_20260624_3.xml,,,,,
85,91282CQM6,2026-06-26T00:00:00,Note,1-Year 10-Month,2028-04-30T00:00:00,,,,2026-06-18T00:00:00,2026-06-24,2026,2026-04-30T00:00:00,,0.5947967790,,,75.49,2,,Single-Price,,,,0.069000,,Yes,2026-04-30T00:00:00,2.99,,No,,No,11:30 AM,11:00 AM,27981075000,3,83595000000,Yes,,,61771000000.000000,0,0,0,Yes,0,0,Normal,2026-07-31T00:00:00,Yes,2026-06-22T00:00:00,3.695000,,,100.04098,0.079000,,,18649900000,22860000000,Quarterly,,,,0.039000,,2026-06-26T00:00:00,9800000000,10000000,9800000000,100,,100,100,100,20300000000,9800000000,19087200,Yes,28000000000,,2026-04-30T00:00:00,2026-04-30T00:00:00,2-Year,A_20260618_4.pdf,R_20260624_2.pdf,NCR_20260624_1.pdf,,100.04098,9331175000,60735000000,Yes,10-Month,1-Year,BB-2028,0,0,No,0,0.1030,,No,2-Year,,No,28000162200,83614087200,16084200,Yes,FRN,,,2026-06-24T11:34:12,A_20260618_4.xml,R_20260624_2.xml,,,,,
86,91282CQY0,2026-06-30T00:00:00,Note,2-Year,2028-06-30T00:00:00,4.125000,,,2026-06-18T00:00:00,2026-06-23,2026,2026-06-30T00:00:00,,,,,5.66,2,,Single-Price,,,,,4.138000,No,,2.64,,No,,No,01:00 PM,12:00 PM,68035905000,3,181436815000,Yes,912821UQ6,,,23343000000,28404000000,142819000000,Yes,205000000,205000000,Normal,2026-12-31T00:00:00,No,,,,,99.878432,,4.1890,,37726415000,54184815000,Semi-Annual,,,,,4.080000,2026-06-30T00:00:00,24150000000,10000000,24150000000,100,100,100,100,100,0,24150000000,759106400,Yes,69000000000,,,,2-Year,A_20260618_5.pdf,R_20260623_2.pdf,NCR_20260623_2.pdf,SPL_20260618_1.pdf,99.878432,6966490000,98848000000,No,0-Month,2-Year,BD-2028,10328694400,30986000000,No,10328694400,,20.6250,Yes,2-Year,,No,79328705800,192729615800,312015400,Yes,Note,,,2026-06-23T13:04:15,A_20260618_5.xml,R_20260623_2.xml,,,,,
