,cusip,issueDate,securityType,securityTerm,maturityDate,interestRate,refCpiOnIssueDate,refCpiOnDatedDate,announcementDate,auctionDate,auctionDateYear,datedDate,accruedInterestPer1000,accruedInterestPer100,adjustedAccruedInterestPer1000,adjustedPrice,allocationPercentage,allocationPercentageDecimals,announcedCusip,auctionFormat,averageMedianDiscountRate,averageMedianInvestmentRate,averageMedianPrice,averageMedianDiscountMargin,averageMedianYield,backDated,backDatedDate,bidToCoverRatio,callDate,callable,calledDate,cashManagementBillCMB,closingTimeCompetitive,closingTimeNoncompetitive,competitiveAccepted,competitiveBidDecimals,competitiveTendered,competitiveTendersAccepted,corpusCusip,cpiBaseReferencePeriod,currentlyOutstanding,directBidderAccepted,directBidderTendered,estimatedAmountOfPubliclyHeldMaturingSecuritiesByType,fimaIncluded,fimaNoncompetitiveAccepted,fimaNoncompetitiveTendered,firstInterestPeriod,firstInterestPaymentDate,floatingRate,frnIndexDeterminationDate,frnIndexDeterminationRate,highDiscountRate,highInvestmentRate,highPrice,highDiscountMargin,highYield,indexRatioOnIssueDate,indirectBidderAccepted,indirectBidderTendered,interestPaymentFrequency,lowDiscountRate,lowInvestmentRate,lowPrice,lowDiscountMargin,lowYield,maturingDate,maximumCompetitiveAward,maximumNoncompetitiveAward,maximumSingleBid,minimumBidAmount,minimumStripAmount,minimumToIssue,multiplesToBid,multiplesToIssue,nlpExclusionAmount,nlpReportingThreshold,noncompetitiveAccepted,noncompetitiveTendersAccepted,offeringAmount,originalCusip,originalDatedDate,originalIssueDate,originalSecurityTerm,pdfFilenameAnnouncement,pdfFilenameCompetitiveResults,pdfFilenameNoncompetitiveResults,pdfFilenameSpecialAnnouncement,pricePer100,primaryDealerAccepted,primaryDealerTendered,reopening,securityTermDayMonth,securityTermWeekYear,series,somaAccepted,somaHoldings,somaIncluded,somaTendered,spread,standardInterestPaymentPer1000,strippable,term,tiinConversionFactorPer1000,tips,totalAccepted,totalTendered,treasuryRetailAccepted,treasuryRetailTendersAccepted,type,unadjustedAccruedInterestPer1000,unadjustedPrice,updatedTimestamp,xmlFilenameAnnouncement,xmlFilenameCompetitiveResults,xmlFilenameSpecialAnnouncement,tintCusip1,tintCusip2,tintCusip1DueDate,tintCusip2DueDate
131,912797SA6,2026-04-02T00:00:00,Bill,26-Week,2026-10-01T00:00:00,,,,2026-03-26T00:00:00,2026-03-30,2026,,,,,,20.82,2,,Single-Price,3.560000,,,,,,,2.83,,,,No,11:30 AM,11:00 AM,75342785500,3,216323995500,Yes,,,52869000000.000000,6615000000,7890000000,248711000000,Yes,100000000,100000000,,,No,,,3.605000,3.723000,98.177472,,,,45709175500,57013995500,None,3.300000,,,,,2026-04-02T00:00:00,26950000000,10000000,26950000000,100,,100,100,100,16000000000,26950000000,1557244200,Yes,77000000000,,,2025-10-02T00:00:00,52-Week,A_20260326_3.pdf,R_20260330_2.pdf,NCR_20260330_2.pdf,,98.177472,23018610000,151420000000,Yes,182-Day,26-Week,,4375788900,13696000000,No,4375788900,,,,26-Week,,No,81375818600,222357028600,734534000,Yes,Bill,,,2026-03-30T11:34:01,A_20260326_3.xml,R_20260330_2.xml,,,,,
132,91282CQF1,2026-03-31T00:00:00,Note,7-Year,2033-03-31T00:00:00,4.250000,,,2026-03-19T00:00:00,2026-03-26,2026,2026-03-31T00:00:00,,,,,24.47,2,,Single-Price,,,,,4.190000,No,,2.43,,No,,No,01:00 PM,12:00 PM,43892441000,3,106898704000,Yes,912821UC7,,,10988400000,12603400000,135446000000,Yes,0,0,Normal,2026-09-30T00:00:00,No,,,,,99.970004,,4.2550,,27458889000,34628304000,Semi-Annual,,,,,2.880000,2026-03-31T00:00:00,15400000000,10000000,15400000000,100,100,100,100,100,0,15400000000,107559000,Yes,44000000000,,,,7-Year,A_20260319_4.pdf,R_20260326_3.pdf,NCR_20260326_3.pdf,,99.970004,5445152000,59667000000,No,0-Month,7-Year,J-2033,4546497200,22216000000,No,4546497200,,21.2500,Yes,7-Year,,No,48546497200,111552760200,38303000,Yes,Note,,,2026-03-26T13:04:07,A_20260319_4.xml,R_20260326_3.xml,,912834ZU5,,2033-03-31T00:00:00,
133,91282CQG9,2026-03-31T00:00:00,Note,5-Year,2031-03-31T00:00:00,3.875000,,,2026-03-19T00:00:00,2026-03-25,2026,2026-03-31T00:00:00,,,,,89.88,2,,Single-Price,,,,,3.923000,No,,2.29,,No,,No,01:00 PM,12:00 PM,69845769000,3,159960369000,Yes,912821UB9,,,15703000000,17903000000,135446000000,Yes,0,0,Normal,2026-09-30T00:00:00,No,,,,,99.528167,,3.9800,,43236369000,51845369000,Semi-Annual,,,,,3.860000,2026-03-31T00:00:00,24500000000,10000000,24500000000,100,100,100,100,100,0,24500000000,154264800,Yes,70000000000,,,,5-Year,A_20260319_6.pdf,R_20260325_3.pdf,NCR_20260325_3.pdf,SPL_20260319_2.pdf,99.528167,10906400000,90212000000,No,0-Month,5-Year,W-2031,7233063700,22216000000,No,7233063700,,19.3750,Yes,5-Year,,No,77233097500,167347697500,44820800,Yes,Note,,,2026-03-25T13:04:10,A_20260319_6.xml,R_20260325_3.xml,,,,,
134,91282CPX3,2026-03-27T00:00:00,Note,1-Year 10-Month,2028-01-31T00:00:00,,,,2026-03-19T00:00:00,2026-03-25,2026,2026-01-31T00:00:00,,0.5706003800,,,55.48,2,,Single-Price,,,,0.086000,,Yes,2026-01-31T00:00:00,2.78,,No,,No,11:30 AM,11:00 AM,27982798000,3,77832000000,Yes,,,60113000000.000000,0,0,0,Yes,0,0,Normal,2026-04-30T00:00:00,Yes,2026-03-23T00:00:00,3.635000,,,99.969137,0.115000,,,14245058000,15632000000,Quarterly,,,,0.030000,,2026-03-27T00:00:00,9800000000,10000000,9800000000,100,,100,100,100,20300000000,9800000000,17204700,Yes,28000000000,,2026-01-31T00:00:00,2026-02-02T00:00:00,2-Year,A_20260319_3.pdf,R_20260325_2.pdf,NCR_20260325_2.pdf,,99.969137,13737740000,62200000000,Yes,10-Month,1-Year,AX-2028,0,0,No,0,0.0990,,No,2-Year,,No,28000002700,77849204700,6969700,Yes,FRN,,,2026-03-25T11:34:09,A_20260319_3.xml,R_20260325_2.xml,,,,,
135,91282CQH7,2026-03-31T00:00:00,Note,2-Year,2028-03-31T00:00:00,3.875000,,,2026-03-19T00:00:00,2026-03-24,2026,2026-03-31T00:00:00,,,,,20.78,2,,Single-Price,,,,,3.865000,No,,2.44,,No,,No,01:00 PM,12:00 PM,68414607500,3,167803707500,Yes,912821UA1,,,11286000000,14136000000,135446000000,Yes,100000000,100000000,Normal,2026-09-30T00:00:00,No,,,,,99.883774,,3.9360,,40624707500,53507707500,Semi-Annual,,,,,3.700000,2026-03-31T00:00:00,24150000000,10000000,24150000000,100,100,100,100,100,0,24150000000,485402000,Yes,69000000000,,,,2-Year,A_20260319_7.pdf,R_20260324_2.pdf,NCR_20260324_2.pdf,SPL_20260319_1.pdf,99.883774,16503900000,100160000000,No,0-Month,2-Year,AZ-2028,7129734200,22216000000,No,7129734200,,19.3750,Yes,2-Year,,No,76129743700,175518843700,179270000,Yes,Note,,,2026-03-24T13:04:07,A_20260319_7.xml,R_20260324_2.xml,,,,,
136,912797UH8,2026-03-26T00:00:00,Bill,26-Week,2026-09-24T00:00:00,,,,2026-03-19T00:00:00,2026-03-23,2026,,,,,,1.37,2,,Single-Price,3.600000,,,,,,,3.03,,,,No,11:30 AM,11:00 AM,75461962000,3,231520071700,Yes,,,,8078685000,10978000000,249001000000,Yes,0,0,,,No,,,3.630000,3.749000,98.164833,,,,48695604500,72097071700,None,3.520000,,,,,2026-03-26T00:00:00,26950000000,10000000,26950000000,100,,100,100,100,0,26950000000,1538206200,Yes,77000000000,,,,26-Week,A_20260319_5.pdf,R_20260323_2.pdf,NCR_20260323_1.pdf,,98.164833,18687672500,148445000000,No,182-Day,26-Week,,3814638700,12187000000,No,3814638700,,,,26-Week,,No,80814806900,236872916600,752307500,Yes,Bill,,,2026-03-23T11:34:06,A_20260319_5.xml,R_20260323_2.xml,,,,,
137,91282CPU9,2026-03-31T00:00:00,Note,9-Year 10-Month,2036-01-15T00:00:00,1.875000,325.213350,324.934710,2026-03-12T00:00:00,2026-03-19,2026,2026-01-15T00:00:00,,,3.8880100000,99.8968010000,93.45,2,,Single-Price,,,,,1.825000,Yes,2026-01-15T00:00:00,2.47,,No,,No,01:00 PM,12:00 PM,18955092500,3,46885480000,Yes,912821TQ8,1982-1984=100,21000000000.000000,4547000000,5575000000,135446000000,Yes,0,0,Normal,2026-07-15T00:00:00,No,,,,,99.896801,,1.8960,1.000860,12986280000,16564480000,Semi-Annual,,,,,1.775000,2026-03-31T00:00:00,6650000000,10000000,6650000000,100,100,100,100,100,7400000000,6650000000,44910700,Yes,19000000000,,2026-01-15T00:00:00,2026-01-30T00:00:00,10-Year,A_20260312_5.pdf,R_20260319_3.pdf,NCR_20260319_3.pdf,,99.896801,1421812500,24746000000,Yes,10-Month,9-Year,A-2036,1963260100,22216000000,No,1963260100,,,Yes,10-Year,2.8851949980,Yes,20963263300,48893650800,8320700,Yes,TIPS,3.884670,99.810964,2026-03-19T13:04:10,A_20260312_5.xml,R_20260319_3.xml,,,,,
138,912810UT3,2026-03-31T00:00:00,Bond,19-Year 11-Month,2046-02-15T00:00:00,4.625000,,,2026-03-12T00:00:00,2026-03-17,2026,2026-02-15T00:00:00,5.6215500000,,,,33.71,2,,Single-Price,,,,,4.770000,Yes,2026-02-15T00:00:00,2.76,,No,,No,01:00 PM,12:00 PM,12959817600,3,35829195000,Yes,912803HT3,,17916000000.000000,2796816000,4257000000,135446000000,Yes,0,0,Normal,2026-08-15T00:00:00,No,,,,,97.551352,,4.8170,,8965001600,12632495000,Semi-Annual,,,,,3.880000,2026-03-31T00:00:00,4550000000,10000000,4550000000,100,100,100,100,100,5600000000,4550000000,40200700,Yes,13000000000,,2026-02-15T00:00:00,2026-03-02T00:00:00,20-Year,A_20260312_4.pdf,R_20260317_3.pdf,NCR_20260317_3.pdf,,97.551352,1198000000,18939700000,Yes,11-Month,19-Year,Bonds of February 2046,1343283200,22216000000,No,1343283200,,23.1250,Yes,20-Year,,No,14343301500,37212678900,16608700,Yes,Bond,,,2026-03-17T13:04:04,A_20260312_4.xml,R_20260317_3.xml,,,,,
139,912797UD7,2026-03-19T00:00:00,Bill,52-Week,2027-03-18T00:00:00,,,,2026-03-12T00:00:00,2026-03-17,2026,,,,,,21.76,2,,Single-Price,3.440000,,,,,,,3.43,,,,No,11:30 AM,11:00 AM,48846751000,3,170415095000,Yes,,,,1710976000,3657000000,282129000000,Yes,18200000,18200000,,,No,,,3.485000,3.630000,96.476278,,,,31679935000,60308095000,None,3.300000,,,,,2026-03-19T00:00:00,17500000000,10000000,17500000000,100,,100,100,100,0,17500000000,1135083500,Yes,50000000000,,,,52-Week,A_20260312_6.pdf,R_20260317_2.pdf,NCR_20260317_1.pdf,,96.476278,15455840000,106450000000,No,364-Day,52-Week,,4008741800,24133000000,No,4008741800,,,,52-Week,,No,54008776300,175577120300,515706800,Yes,Bill,,,2026-03-17T11:34:05,A_20260312_6.xml,R_20260317_2.xml,,,,,
140,912810UR7,2026-03-16T00:00:00,Bond,29-Year 11-Month,2056-02-15T00:00:00,4.750000,,,2026-03-05T00:00:00,2026-03-12,2026,2026-02-15T00:00:00,3.8052500000,,,,59.56,2,,Single-Price,,,,,4.825000,Yes,2026-02-15T00:00:00,2.45,,No,,No,01:00 PM,12:00 PM,21969517000,3,53914007000,Yes,912803HS5,,32082000000.000000,5981890000,8710400000,37727000000,Yes,0,0,Normal,2026-08-15T00:00:00,No,,,,,98.09685,,4.8710,,13931627000,17599607000,Semi-Annual,,,,,2.880000,2026-03-15T00:00:00,7700000000,10000000,7700000000,100,100,100,100,100,8800000000,7700000000,30604300,Yes,22000000000,,2026-02-15T00:00:00,2026-02-17T00:00:00,30-Year,A_20260305_1.pdf,R_20260312_3.pdf,NCR_20260312_3.pdf,,98.09685,2056000000,27604000000,Yes,11-Month,29-Year,Bonds of February 2056,5546200,30000000,No,5546200,,23.7500,Yes,30-Year,,No,22005667500,53950157500,13126300,Yes,Bond,,,2026-03-12T13:03:57,A_20260305_1.xml,R_20260312_3.xml,,,,,
141,91282CPZ8,2026-03-16T00:00:00,Note,9-Year 11-Month,2036-02-15T00:00:00,4.125000,,,2026-03-05T00:00:00,2026-03-11,2026,2026-02-15T00:00:00,3.3045600000,,,,24.68,2,,Single-Price,,,,,4.160000,Yes,2026-02-15T00:00:00,2.45,,No,,No,01:00 PM,12:00 PM,38926836500,3,95454803000,Yes,912821TV7,,53900000000.000000,4994894800,7985000000,37727000000,Yes,0,0,Normal,2026-08-15T00:00:00,No,,,,,99.254672,,4.2170,,28981761700,34154803000,Semi-Annual,,,,,4.100000,2026-03-15T00:00:00,13650000000,10000000,13650000000,100,100,100,100,100,14700000000,13650000000,73187800,Yes,39000000000,,2026-02-15T00:00:00,2026-02-17T00:00:00,10-Year,A_20260305_4.pdf,R_20260311_2.pdf,NCR_20260311_2.pdf,,99.254672,4950180000,53315000000,Yes,11-Month,9-Year,B-2036,9831900,30000000,No,9831900,,20.6250,Yes,10-Year,,No,39009856200,95537822700,30107800,Yes,Note,,,2026-03-11T13:04:04,A_20260305_4.xml,R_20260311_2.xml,,,,,
142,91282CQE4,2026-03-16T00:00:00,Note,3-Year,2029-03-15T00:00:00,3.500000,,,2026-03-05T00:00:00,2026-03-10,2026,2026-03-15T00:00:00,0.0951100000,,,,17.59,2,,Single-Price,,,,,3.527000,Yes,2026-03-15T00:00:00,2.55,,No,,No,01:00 PM,12:00 PM,57770165000,3,147418840000,Yes,912821TZ8,,,11934000000,14334000000,37727000000,Yes,100000000,100000000,Normal,2026-09-15T00:00:00,No,,,,,99.777186,,3.5790,,34570625000,43966840000,Semi-Annual,,,,,3.400000,2026-03-15T00:00:00,20300000000,10000000,20300000000,100,100,100,100,100,0,20300000000,129850600,Yes,58000000000,,,,3-Year,A_20260305_6.pdf,R_20260310_2.pdf,NCR_20260310_2.pdf,,99.777186,11265540000,89118000000,No,0-Month,3-Year,AL-2029,14621900,30000000,No,14621900,,17.5000,Yes,3-Year,,No,58014637500,147663312500,50143600,Yes,Note,,,2026-03-10T13:04:09,A_20260305_6.xml,R_20260310_2.xml,,912834ZT8,,2029-03-15T00:00:00,
143,91282CQC8,2026-03-02T00:00:00,Note,7-Year,2033-02-28T00:00:00,3.750000,,,2026-02-19T00:00:00,2026-02-26,2026,2026-02-28T00:00:00,0.2038000000,,,,62.04,2,,Single-Price,,,,,3.740000,Yes,2026-02-28T00:00:00,2.5,,No,,No,01:00 PM,12:00 PM,43954752400,3,109874376000,Yes,912821TY1,,,11431800000,15039300000,140112000000,Yes,0,0,Normal,2026-08-31T00:00:00,No,,,,,99.755866,,3.7900,,27943712400,34026076000,Semi-Annual,,,,,3.630000,2026-02-28T00:00:00,15400000000,10000000,15400000000,100,100,100,100,100,0,15400000000,45268600,Yes,44000000000,,,,7-Year,A_20260219_1.pdf,R_20260226_3.pdf,NCR_20260226_3.pdf,,99.755866,4579240000,60809000000,No,0-Month,7-Year,H-2033,5270961800,23839000000,No,5270961800,,18.7500,Yes,7-Year,,No,49270982800,115190606400,19157600,Yes,Note,,,2026-02-26T13:04:05,A_20260219_1.xml,R_20260226_3.xml,,912834ZS0,,2033-02-28T00:00:00,
144,91282CQD6,2026-03-02T00:00:00,Note,5-Year,2031-02-28T00:00:00,3.500000,,,2026-02-19T00:00:00,2026-02-25,2026,2026-02-28T00:00:00,0.1902200000,,,,67.45,2,,Single-Price,,,,,3.555000,Yes,2026-02-28T00:00:00,2.32,,No,,No,01:00 PM,12:00 PM,69910663000,3,162241003000,Yes,912821TX3,,,17266000000,20406000000,140112000000,Yes,3100000,3100000,Normal,2026-08-31T00:00:00,No,,,,,99.478439,,3.6150,,43690590500,51701003000,Semi-Annual,,,,,3.500000,2026-02-28T00:00:00,24500000000,10000000,24500000000,100,100,100,100,100,0,24500000000,86250700,Yes,70000000000,,,,5-Year,A_20260219_7.pdf,R_20260225_3.pdf,NCR_20260225_3.pdf,,99.478439,8954072500,90134000000,No,0-Month,5-Year,V-2031,8385621200,23839000000,No,8385621200,,17.5000,Yes,5-Year,,No,78385634900,170715974900,26715500,Yes,Note,,,2026-02-25T13:04:18,A_20260219_7.xml,R_20260225_3.xml,,,,,
145,91282CPX3,2026-02-27T00:00:00,Note,1-Year 11-Month,2028-01-31T00:00:00,,,,2026-02-19T00:00:00,2026-02-25,2026,2026-01-31T00:00:00,,0.2796499680,,,71.39,2,,Single-Price,,,,0.080000,,Yes,2026-01-31T00:00:00,3.01,,No,,No,11:30 AM,11:00 AM,27982697500,3,84136000000,Yes,,,32114000000.000000,200000000,200000000,0,Yes,0,0,Normal,2026-04-30T00:00:00,Yes,2026-02-23T00:00:00,3.590000,,,99.998219,0.099000,,,16161847500,19241000000,Quarterly,,,,0.050000,,2026-02-27T00:00:00,9800000000,10000000,9800000000,100,,100,100,100,10500000000,9800000000,17426600,Yes,28000000000,,2026-01-31T00:00:00,2026-02-02T00:00:00,2-Year,A_20260219_4.pdf,R_20260225_1.pdf,NCR_20260225_2.pdf,,99.998219,11620850000,64695000000,Yes,11-Month,1-Year,AX-2028,0,0,No,0,0.0990,,No,2-Year,,No,28000124100,84153426600,3224600,Yes,FRN,,,2026-02-25T11:34:10,A_20260219_4.xml,R_20260225_1.xml,,,,,
146,91282CQB0,2026-03-02T00:00:00,Note,2-Year,2028-02-29T00:00:00,3.375000,,,2026-02-19T00:00:00,2026-02-24,2026,2026-02-28T00:00:00,0.1834200000,,,,51.32,2,,Single-Price,,,,,3.403000,Yes,2026-02-28T00:00:00,2.63,,No,,No,01:00 PM,12:00 PM,68667373900,3,181098022000,Yes,912821TW5,,,23538687900,27494000000,140112000000,Yes,0,0,Normal,2026-08-31T00:00:00,No,,,,,99.84677,,3.4550,,38392172000,57938022000,Semi-Annual,,,,,2.880000,2026-02-28T00:00:00,24150000000,10000000,24150000000,100,100,100,100,100,0,24150000000,332794900,Yes,69000000000,,,,2-Year,A_20260219_3.pdf,R_20260224_2.pdf,NCR_20260224_2.pdf,,99.84677,6736514000,95666000000,No,0-Month,2-Year,AY-2028,8265826600,23839000000,No,8265826600,,16.8750,Yes,2-Year,,No,77265995400,189696643500,145226900,Yes,Note,,,2026-02-24T13:04:15,A_20260219_3.xml,R_20260224_2.xml,,,,,
147,912810US5,2026-02-27T00:00:00,Bond,30-Year,2056-02-15T00:00:00,2.375000,324.058860,324.088000,2026-02-12T00:00:00,2026-02-19,2026,2026-02-15T00:00:00,,,0.7872200000,97.9247480000,71.62,2,,Single-Price,,,,,2.430000,Yes,2026-02-15T00:00:00,2.75,,No,,No,01:00 PM,12:00 PM,8963875700,3,24705670000,Yes,912803HU0,1982-1984=100,,1722000000,3093500000,0,Yes,0,0,Normal,2026-08-15T00:00:00,No,,,,,97.924748,,2.4730,0.999910,7018875700,8893170000,Semi-Annual,,,,,0.888000,2026-02-27T00:00:00,3150000000,10000000,3150000000,100,100,100,100,100,0,3150000000,36132900,Yes,9000000000,,,,30-Year,A_20260212_2.pdf,R_20260219_3.pdf,NCR_20260219_3.pdf,,97.924748,223000000,12719000000,No,0-Month,30-Year,TIPS of February 2056,0,0,No,0,,,Yes,30-Year,3.6641282610,Yes,9000008600,24741802900,4089900,Yes,TIPS,0.787290,97.933562,2026-02-19T13:04:16,A_20260212_2.xml,R_20260219_3.xml,,912834ZQ4,912834ZR2,2055-08-15T00:00:00,2056-02-15T00:00:00
148,912810UT3,2026-03-02T00:00:00,Bond,20-Year,2046-02-15T00:00:00,4.625000,,,2026-02-12T00:00:00,2026-02-18,2026,2026-02-15T00:00:00,1.9164400000,,,,15.91,2,,Single-Price,,,,,4.595000,Yes,2026-02-15T00:00:00,2.36,,No,,No,01:00 PM,12:00 PM,15948334400,3,37727240000,Yes,912803HT3,,,4344500000,5069500000,140112000000,Yes,0,0,Normal,2026-08-15T00:00:00,No,,,,,99.492967,,4.6640,,8798149800,11115740000,Semi-Annual,,,,,2.888000,2026-02-28T00:00:00,5600000000,10000000,5600000000,100,100,100,100,100,0,5600000000,51680400,Yes,16000000000,,,,20-Year,A_20260212_4.pdf,R_20260218_2.pdf,NCR_20260218_2.pdf,,99.492967,2805684600,21542000000,No,0-Month,20-Year,Bonds of February 2046,1916713400,23839000000,No,1916713400,,23.1250,Yes,20-Year,,No,17916728200,39695633800,26130400,Yes,Bond,,,2026-02-18T13:04:02,A_20260212_4.xml,R_20260218_2.xml,,,,,
149,912797TV9,2026-02-19T00:00:00,Bill,52-Week,2027-02-18T00:00:00,,,,2026-02-12T00:00:00,2026-02-17,2026,,,,,,32.64,2,,Single-Price,3.300000,,,,,,,2.96,,,,No,01:00 PM,12:00 PM,48883470000,3,146737790000,Yes,,,,1513200000,3050000000,281971000000,Yes,5000000,5000000,,,No,,,3.345000,3.480000,96.617833,,,,33149150000,41702790000,None,3.250000,,,,,2026-02-19T00:00:00,17500000000,10000000,17500000000,100,,100,100,100,0,17500000000,1111597700,Yes,50000000000,,,,52-Week,A_20260212_1.pdf,R_20260217_3.pdf,NCR_20260217_4.pdf,SPL_20260212_1.pdf,96.617833,14221120000,101985000000,No,364-Day,52-Week,,2284255300,13980000000,No,2284255300,,,,52-Week,,No,52284323000,150138643000,514069600,Yes,Bill,,,2026-02-17T13:04:22,A_20260212_1.xml,R_20260217_3.xml,,,,,
150,912810UR7,2026-02-17T00:00:00,Bond,30-Year,2056-02-15T00:00:00,4.750000,,,2026-02-04T00:00:00,2026-02-12,2026,2026-02-15T00:00:00,0.2624300000,,,,1.2,2,,Single-Price,,,,,4.718000,Yes,2026-02-15T00:00:00,2.66,,No,,No,01:00 PM,12:00 PM,24961985000,3,66513037000,Yes,912803HS5,,,6035250000,10187100000,90204000000,Yes,0,0,Normal,2026-08-15T00:00:00,No,,,,,99.999398,,4.7500,,17458295000,24777837000,Semi-Annual,,,,,3.880000,2026-02-15T00:00:00,8750000000,10000000,8750000000,100,100,100,100,100,0,8750000000,38086800,Yes,25000000000,,,,30-Year,A_20260204_3.pdf,R_20260212_3.pdf,NCR_20260212_3.pdf,,99.999398,1468440000,31548100000,No,0-Month,30-Year,Bonds of February 2056,7083848300,35419000000,No,7083848300,,23.7500,Yes,30-Year,,No,32083920100,73634972100,15463800,Yes,Bond,,,2026-02-12T13:04:18,A_20260204_3.xml,R_20260212_3.xml,,912834ZP6,,2056-02-15T00:00:00,
151,91282CPZ8,2026-02-17T00:00:00,Note,10-Year,2036-02-15T00:00:00,4.125000,,,2026-02-04T00:00:00,2026-02-11,2026,2026-02-15T00:00:00,0.2279000000,,,,6.2,2,,Single-Price,,,,,4.110000,Yes,2026-02-15T00:00:00,2.39,,No,,No,01:00 PM,12:00 PM,41834683000,3,100115133000,Yes,912821TV7,,,9236850000,11451000000,90204000000,Yes,0,0,Normal,2026-08-15T00:00:00,No,,,,,99.578196,,4.1770,,27002133000,31544133000,Semi-Annual,,,,,4.060000,2026-02-15T00:00:00,14700000000,10000000,14700000000,100,100,100,100,100,0,14700000000,165357500,Yes,42000000000,,,,10-Year,A_20260204_1.pdf,R_20260211_2.pdf,NCR_20260211_2.pdf,SPL_20260204_1.pdf,99.578196,5595700000,57120000000,No,0-Month,10-Year,B-2036,11900865300,35419000000,No,11900865300,,20.6250,Yes,10-Year,,No,53900905800,112181355800,62471500,Yes,Note,,,2026-02-11T13:04:17,A_20260204_1.xml,R_20260211_2.xml,,,,,
152,91282CQA2,2026-02-17T00:00:00,Note,3-Year,2029-02-15T00:00:00,3.500000,,,2026-02-04T00:00:00,2026-02-10,2026,2026-02-15T00:00:00,0.1933700000,,,,45.28,2,,Single-Price,,,,,3.468000,Yes,2026-02-15T00:00:00,2.62,,No,,No,01:00 PM,12:00 PM,57729734400,3,151909720000,Yes,912821TU9,,,18425590400,21633000000,90204000000,Yes,105000000,105000000,Normal,2026-08-15T00:00:00,No,,,,,99.948932,,3.5180,,32990720000,44588720000,Semi-Annual,,,,,2.600000,2026-02-15T00:00:00,20300000000,10000000,20300000000,100,100,100,100,100,0,20300000000,165278500,Yes,58000000000,,,,3-Year,A_20260204_2.pdf,R_20260210_2.pdf,NCR_20260210_2.pdf,,99.948932,6313424000,85688000000,No,0-Month,3-Year,AK-2029,16434528300,35419000000,No,16434528300,,17.5000,Yes,3-Year,,No,74434541200,168614526800,49962800,Yes,Note,,,2026-02-10T13:04:10,A_20260204_2.xml,R_20260210_2.xml,,,,,
153,91282CPY1,2026-02-02T00:00:00,Note,7-Year,2033-01-31T00:00:00,4.000000,,,2026-01-22T00:00:00,2026-01-29,2026,2026-01-31T00:00:00,0.2209900000,,,,37.5,2,,Single-Price,,,,,3.960000,Yes,2026-01-31T00:00:00,2.45,,No,,No,01:00 PM,12:00 PM,43888735000,3,107879310000,Yes,912821TT2,,,9742900000,11651900000,225914000000,Yes,0,0,Normal,2026-07-31T00:00:00,No,,,,,99.890756,,4.0180,,29349585000,34544410000,Semi-Annual,,,,,3.850000,2026-01-31T00:00:00,15400000000,10000000,15400000000,100,100,100,100,100,0,15400000000,111308400,Yes,44000000000,,,,7-Year,A_20260122_1.pdf,R_20260129_3.pdf,NCR_20260129_3.pdf,,99.890756,4796250000,61683000000,No,0-Month,7-Year,G-2033,3100567400,15926000000,No,3100567400,,20.0000,Yes,7-Year,,No,47100610800,111091185800,34805400,Yes,Note,,,2026-01-29T13:04:08,A_20260122_1.xml,R_20260129_3.xml,,912834ZN1,,2033-01-31T00:00:00,
154,91282CPX3,2026-02-02T00:00:00,Note,2-Year,2028-01-31T00:00:00,,,,2026-01-22T00:00:00,2026-01-28,2026,2026-01-31T00:00:00,,0.0206205160,,,15.48,2,,Single-Price,,,,0.085000,,Yes,2026-01-31T00:00:00,3.16,,No,,No,11:30 AM,11:00 AM,29974534000,3,94866000000,Yes,,,,0,0,225914000000,Yes,0,0,Normal,2026-04-30T00:00:00,Yes,2026-01-26T00:00:00,3.580000,,,99.999817,0.099000,,,19706004000,28331000000,Quarterly,,,,0.050000,,2026-01-31T00:00:00,10500000000,10000000,10500000000,100,,100,100,100,0,10500000000,25473600,Yes,30000000000,,,,2-Year,A_20260122_6.pdf,R_20260128_1.pdf,NCR_20260128_2.pdf,,99.999817,10268530000,66535000000,No,0-Month,2-Year,AX-2028,2114023300,15926000000,No,2114023300,0.0990,,No,2-Year,,No,32114030900,97005496900,6671700,Yes,FRN,,,2026-01-28T11:34:49,A_20260122_6.xml,R_20260128_1.xml,,,,,
155,91282CPW5,2026-02-02T00:00:00,Note,5-Year,2031-01-31T00:00:00,3.750000,,,2026-01-22T00:00:00,2026-01-27,2026,2026-01-31T00:00:00,0.2071800000,,,,27.68,2,,Single-Price,,,,,3.770000,Yes,2026-01-31T00:00:00,2.34,,No,,No,01:00 PM,12:00 PM,69853052000,3,163455436000,Yes,912821TS4,,,19887000000,23163000000,225914000000,Yes,5000000,5000000,Normal,2026-07-31T00:00:00,No,,,,,99.670556,,3.8230,,42388836000,50140436000,Semi-Annual,,,,,3.710000,2026-01-31T00:00:00,24500000000,10000000,24500000000,100,100,100,100,100,0,24500000000,141998600,Yes,70000000000,,,,5-Year,A_20260122_7.pdf,R_20260127_2.pdf,NCR_20260127_2.pdf,SPL_20260122_2.pdf,99.670556,7577216000,90152000000,No,0-Month,5-Year,U-2031,4932721000,15926000000,No,4932721000,,18.7500,Yes,5-Year,,No,74932771600,168535155600,44105600,Yes,Note,,,2026-01-27T13:04:11,A_20260122_7.xml,R_20260127_2.xml,,,,,
