operation_date,operation_start_time_est,operation_close_time_est,settlement_date,preliminary_ann_pdf,preliminary_ann_xml,final_ann_pdf,final_ann_xml,results_pdf,results_xml,special_ann_pdf,operation_type,security_type,maturity_bucket,nbr_issues_accepted,total_par_amt_offered,par_amt_per_offer,max_par_amt_redeemed,max_nbr_offers,nbr_issues_eligible,total_par_amt_accepted,par,mx,tenor,fill,exp_fill,dur,surprise_par,ten10_surprise,ten10_expected,is_long
2026-06-04,01:40 PM,02:00 PM,2026-06-05,BBPA_20260604174000.pdf,BBPA_20260604174000.xml,BBA_20260604174000.pdf,BBA_20260604174000.xml,BBR_20260604174000.pdf,BBR_20260604174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,21,41662000000.00,1000000.00,12500000000,9,49,12500000000.00,12500000000.0,12500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.5147397269059413,False
2026-06-09,01:40 PM,02:00 PM,2026-06-10,BBPA_20260609174000.pdf,BBPA_20260609174000.xml,BBA_20260609174000.pdf,BBA_20260609174000.xml,BBR_20260609174000.pdf,BBR_20260609174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,4,18390000000.00,1000000.00,2000000000,9,37,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2026-06-11,01:40 PM,02:00 PM,2026-06-12,BBPA_20260611174000.pdf,BBPA_20260611174000.xml,BBA_20260611174000.pdf,BBA_20260611174000.xml,BBR_20260611174000.pdf,BBR_20260611174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,18,27896000000.00,1000000.00,12500000000,9,50,12078000000.00,12078000000.0,12500000000.0,1.0,0.96624,1.0,0.9672347726280928,-422000000.0,-0.05113761318034457,1.5147397269059413,False
2026-06-16,01:40 PM,02:00 PM,2026-06-17,BBPA_20260616174000.pdf,BBPA_20260616174000.xml,BBA_20260616174000.pdf,BBA_20260616174000.xml,BBR_20260616174000.pdf,BBR_20260616174000.xml,null,Liquidity Support,Nominal Coupons,7Y to 10Y,2,5068000000.00,1000000.00,4000000000,9,10,570000000.00,570000000.0,4000000000.0,8.5,0.1425,0.050625,6.998841714886204,367500000.0,0.3222401244284709,0.17756088488915742,True
2026-06-25,01:40 PM,02:00 PM,2026-06-26,BBPA_20260625174000.pdf,BBPA_20260625174000.xml,BBA_20260625174000.pdf,BBA_20260625174000.xml,BBR_20260625174000.pdf,BBR_20260625174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,3,21320000000.00,1000000.00,2000000000,9,35,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2026-07-01,01:40 PM,02:00 PM,2026-07-02,BBPA_20260701174000.pdf,BBPA_20260701174000.xml,BBA_20260701174000.pdf,BBA_20260701174000.xml,BBR_20260701174000.pdf,BBR_20260701174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,15724000000.00,1000000.00,2000000000,9,38,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2026-07-09,01:40 PM,02:00 PM,2026-07-10,BBPA_20260709174000.pdf,BBPA_20260709174000.xml,BBA_20260709174000.pdf,BBA_20260709174000.xml,BBR_20260709174000.pdf,BBR_20260709174000.xml,null,Liquidity Support,Nominal Coupons,2Y to 3Y,11,12464000000.00,1000000.00,4000000000,9,32,2295000000.00,2295000000.0,4000000000.0,2.5,0.57375,0.5702499999999999,2.3397262645614125,14000000.000000477,0.004103828350787343,0.6686308905818291,False
2026-07-16,01:40 PM,02:00 PM,2026-07-17,BBPA_20260716174000.pdf,BBPA_20260716174000.xml,BBA_20260716174000.pdf,BBA_20260716174000.xml,BBR_20260716174000.pdf,BBR_20260716174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,3,30542000000.00,1000000.00,2000000000,9,36,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2026-07-23,01:40 PM,02:00 PM,2026-07-24,BBPA_20260723174000.pdf,BBPA_20260723174000.xml,BBA_20260723174000.pdf,BBA_20260723174000.xml,BBR_20260723174000.pdf,BBR_20260723174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,16304000000.00,1000000.00,2000000000,9,38,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2026-07-28,01:40 PM,02:00 PM,2026-07-29,BBPA_20260728174000.pdf,BBPA_20260728174000.xml,BBA_20260728174000.pdf,BBA_20260728174000.xml,BBR_20260728174000.pdf,BBR_20260728174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,3,21935000000.00,1000000.00,2000000000,9,35,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2026-08-06,01:40 PM,02:00 PM,2026-08-07,BBPA_20260806174000.pdf,BBPA_20260806174000.xml,BBA_20260806174000.pdf,BBA_20260806174000.xml,BBR_20260806174000.pdf,BBR_20260806174000.xml,null,Liquidity Support,Nominal Coupons,1Mo to 2Y,15,35786000000.00,1000000.00,4000000000,9,61,4000000000.00,4000000000.0,4000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.4847167126099012,False
2026-08-11,01:40 PM,02:00 PM,2026-08-12,BBPA_20260811174000.pdf,BBPA_20260811174000.xml,BBA_20260811174000.pdf,BBA_20260811174000.xml,BBR_20260811174000.pdf,BBR_20260811174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,7399000000.00,1000000.00,2000000000,9,37,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2026-08-18,01:40 PM,02:00 PM,2026-08-19,BBPA_20260818174000.pdf,BBPA_20260818174000.xml,BBA_20260818174000.pdf,BBA_20260818174000.xml,BBR_20260818174000.pdf,BBR_20260818174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,3,19868000000.00,1000000.00,2000000000,9,36,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2026-08-20,01:40 PM,02:00 PM,2026-08-21,BBPA_20260820174000.pdf,BBPA_20260820174000.xml,BBA_20260820174000.pdf,BBA_20260820174000.xml,BBR_20260820174000.pdf,BBR_20260820174000.xml,null,Liquidity Support,Nominal Coupons,3Y to 5Y,3,10159000000.00,1000000.00,4000000000,9,48,1860000000.00,1860000000.0,4000000000.0,4.0,0.465,0.8265,3.623592303297143,-1446000000.0,-0.6564531293388084,1.5008534201895576,False
2026-08-25,01:40 PM,02:00 PM,2026-08-26,BBPA_20260825174000.pdf,BBPA_20260825174000.xml,BBA_20260825174000.pdf,BBA_20260825174000.xml,BBR_20260825174000.pdf,BBR_20260825174000.xml,null,Liquidity Support,Nominal Coupons,5Y to 7Y,10,8402000000.00,1000000.00,4000000000,9,25,1191000000.00,1191000000.0,4000000000.0,6.0,0.29775,0.39,5.2073894100913245,-369000000.0,-0.24073682208627734,1.0177491665436114,False
2026-09-03,01:40 PM,02:00 PM,2026-09-04,BBPA_20260903174000.pdf,BBPA_20260903174000.xml,BBA_20260903174000.pdf,BBA_20260903174000.xml,BBR_20260903174000.pdf,BBR_20260903174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,24,28272000000.00,1000000.00,12500000000,9,45,12500000000.00,12500000000.0,12500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.5147397269059413,False
2026-09-09,01:40 PM,02:00 PM,2026-09-10,BBPA_20260909174000.pdf,BBPA_20260909174000.xml,BBA_20260909174000.pdf,BBA_20260909174000.xml,BBR_20260909174000.pdf,BBR_20260909174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,27,28027000000.00,1000000.00,12500000000,9,45,12500000000.00,12500000000.0,12500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.5147397269059413,False
2026-09-10,01:40 PM,02:00 PM,2026-09-11,BBPA_20260910174000.pdf,BBPA_20260910174000.xml,BBA_20260910174000.pdf,BBA_20260910174000.xml,BBR_20260910174000.pdf,BBR_20260910174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,23,10489000000.00,1000000.00,6000000000,9,40,5187000000.00,5187000000.0,6000000000.0,15.0,0.8645,1.0,10.822664923884947,-813000000.0,-1.1023534349901012,8.135449704723994,True
2026-09-15,01:40 PM,02:00 PM,2026-09-16,BBPA_20260915174000.pdf,BBPA_20260915174000.xml,BBA_20260915174000.pdf,BBA_20260915174000.xml,BBR_20260915174000.pdf,BBR_20260915174000.xml,null,Liquidity Support,TIPS,10Y to 30Y,6,2088000000.00,1000000.00,500000000,9,16,500000000.00,500000000.0,500000000.0,20.0,1.0,0.218,13.096761102873545,391000000.0,0.6415592404251369,0.17884899541263405,True
2026-09-17,01:40 PM,02:00 PM,2026-09-18,BBPA_20260917174000.pdf,BBPA_20260917174000.xml,BBA_20260917174000.pdf,BBA_20260917174000.xml,BBR_20260917174000.pdf,BBR_20260917174000.xml,null,Liquidity Support,Nominal Coupons,7Y to 10Y,6,9740000000.00,1000000.00,4000000000,9,10,2385000000.00,2385000000.0,4000000000.0,8.5,0.59625,0.0525,6.998841714886204,2175000000.0,1.9071354302909502,0.18413721395912624,True
