state,share,dwell_days,mu_f1,mu_f2,mu_f3,sd_f1,mean_dy10,mean_dy30,mean_slope_30_10,mean_dbe,corr_be_y10
0,0.1679891429885128,7.124155684755036,-0.028906044780851577,0.009124241029261359,-0.0016653088004240546,0.2740432963792804,-0.39561748433196464,-0.5490627347295496,-0.15344525039758494,-0.18520678876342414,0.6270681338806635
1,0.7401545438708815,12.214328812025302,-0.007852260687829496,-0.002587954987193608,-0.0003331935022976113,0.2251570136124186,-0.032678930128869826,0.09344565178007395,0.12612458190894377,0.03747920952329003,0.5583787495690775
2,0.09185631314060991,2.1049315315662342,0.1153465265825323,0.004142702273857552,0.005691304220058408,0.4227398726357981,2.620304136554422,2.12340963478459,-0.49689450176983135,0.2793556929181225,0.6242241216979507
